Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Latitude,Longitude,Percent of days measured,Percent of counties reporting
1992,Indiana,5674547,92,25,5777,3373,5555,222,4727,828,176,42,4,0,3395,1565,790,372,1330,3069,0,1006,-86.14996019399968,39.766910452000445,0.6313661202185792,0.2717391304347826
1992,Iowa,2818401,99,9,1745,1549,1702,43,1509,193,38,5,0,0,970,484,251,171,0,985,0,589,-93.81649055599968,42.46940091300047,0.5297510625379478,0.09090909090909091
1992,Kansas,2532394,105,9,1428,1866,1420,8,1254,166,7,1,0,0,758,421,271,133,13,880,0,402,-98.20078122699965,38.34774030000045,0.4335154826958106,0.08571428571428572
1992,Kentucky,3765469,120,33,7827,4251,7663,164,6343,1320,156,8,0,0,3954,1976,1156,506,1486,5043,79,713,-84.77497104799966,37.645970271000465,0.6480377545951317,0.275
1992,Louisiana,4293003,64,21,7179,507,6940,239,5956,984,204,31,4,0,3347,1349,713,50,989,6027,0,113,-92.44568007099969,31.31266064400046,0.9340359094457455,0.328125
1992,Maine,1238508,16,12,3028,1364,2908,120,2672,236,79,35,6,0,1924,691,358,0,101,2097,23,807,-68.98503133599962,45.254228894000505,0.6894353369763205,0.75
1992,Maryland,4923368,24,15,3312,2178,3039,273,2420,619,200,71,2,0,2077,1150,516,452,425,2070,0,365,-76.60926011099963,39.29058096400047,0.6032786885245902,0.625
1992,Massachusetts,6028709,14,11,3237,789,3042,195,2517,525,130,57,8,0,2083,888,430,248,1135,1784,0,70,-72.08269067499964,42.27687047000046,0.8040238450074516,0.7857142857142857
1992,Michigan,9479065,83,31,6629,4717,6396,233,5747,649,181,48,3,1,4499,1837,881,915,874,3858,0,982,-84.71439026999968,44.6613195430005,0.5842587696104354,0.37349397590361444
1992,Minnesota,4495572,87,13,3437,1321,3411,26,3223,188,23,3,0,0,1220,540,327,1015,749,1210,131,332,-94.79420050299967,46.35564873600049,0.7223623371164355,0.14942528735632185
1992,Mississippi,2623734,82,14,3214,1910,3129,85,2654,475,79,6,0,0,1601,841,482,64,0,2941,0,209,-89.53803082499968,32.745510099000455,0.6272443403590945,0.17073170731707318
1992,Missouri,5217101,115,13,3594,1164,3464,130,2866,598,103,26,1,0,1803,802,417,188,931,1890,0,585,-92.56630005299968,38.635790776000476,0.755359394703657,0.11304347826086956
1992,Montana,825770,56,22,4346,3706,4333,13,3838,495,10,3,0,0,2025,939,468,786,130,184,11,3235,-109.42442064499971,47.06652897200047,0.5397416790859414,0.39285714285714285
1992,Nebraska,1611687,93,8,1203,1725,1200,3,1066,134,3,0,0,0,616,377,203,301,0,337,0,565,-99.36572062299967,41.6410409880005,0.4108606557377049,0.08602150537634409
1992,Nevada,1351367,17,7,1367,1195,1313,54,870,443,52,2,0,0,605,376,227,106,200,711,154,196,-117.07184056399967,39.493240390000494,0.5335675253708041,0.4117647058823529
1992,New Hampshire,1117784,10,8,2086,842,2023,63,1862,161,49,13,1,0,1177,418,242,106,246,1369,0,365,-71.50036091999965,43.65595011300047,0.712431693989071,0.8
1992,New Jersey,7880508,21,17,5513,709,5153,360,4060,1093,253,90,17,0,3016,1325,603,1049,1302,2976,50,136,-74.27369128799967,40.13057004800049,0.8860495017679203,0.8095238095238095
1992,New Mexico,1595442,33,15,3394,2096,3368,26,2841,527,26,0,0,0,1112,637,386,476,621,1521,0,776,-106.24058098499967,34.52088095200048,0.6182149362477232,0.45454545454545453
1992,New York,18246653,62,34,9515,2929,9246,269,8154,1092,190,74,5,0,4931,1792,1024,996,786,7097,0,636,-75.54397042699964,42.82700103200045,0.7646255223400836,0.5483870967741935
1992,North Carolina,6897214,100,38,6967,6941,6675,292,5320,1355,257,33,2,0,4062,2300,1245,1328,229,4766,0,644,-79.15925046299964,35.466220975000454,0.5009347138337648,0.38
1992,North Dakota,638223,53,9,1470,1824,1467,3,1415,52,3,0,0,0,613,311,178,143,276,680,0,371,-100.11842104899966,47.47531977900047,0.44626593806921677,0.16981132075471697
1992,Ohio,11029431,88,47,10734,6468,10248,486,8496,1752,387,96,3,0,6222,3100,1569,730,978,6385,0,2641,-82.40426005599966,40.06021014100048,0.6239972096267876,0.5340909090909091
1992,Oklahoma,3220517,77,10,2261,1399,2223,38,1951,272,36,2,0,0,892,491,279,203,648,1112,0,298,-97.52107021399968,35.47203135600046,0.6177595628415301,0.12987012987012986
1992,Oregon,2991755,36,14,3032,2092,2988,44,2278,710,38,6,0,0,1472,857,512,1161,29,560,38,1244,-120.15503132599969,44.56744942400047,0.5917252146760343,0.3888888888888889
1992,Pennsylvania,12049450,67,29,10092,522,9679,413,8245,1434,333,77,3,0,4707,1921,1016,567,3442,5769,0,314,-77.86070029399963,40.79373015200048,0.9508196721311475,0.43283582089552236
1992,Rhode Island,1012581,5,2,580,152,552,28,480,72,22,6,0,0,374,148,75,66,206,300,0,8,-71.52247031399963,41.70828019300046,0.7923497267759563,0.4
1992,South Carolina,3620464,46,21,6541,1145,6354,187,5351,1003,171,15,1,0,2910,1363,726,36,328,5182,0,995,-81.04537120699968,33.998821303000454,0.8510278428311215,0.45652173913043476
1992,South Dakota,712801,66,4,687,777,685,2,622,63,2,0,0,0,290,181,99,0,0,154,60,473,-100.3735306369997,44.353130053000484,0.4692622950819672,0.06060606060606061
1992,Tennessee,5049742,95,22,5354,2698,5140,214,4143,997,177,36,1,0,2841,1495,798,370,978,3555,46,405,-85.77449091399967,35.68094058000048,0.6649279682066568,0.23157894736842105
1992,Texas,17759738,254,29,6666,3948,6297,369,5203,1094,272,75,22,0,3917,1854,943,215,717,4986,49,699,-99.42677020599967,31.827240407000488,0.6280384397964952,0.1141732283464567
1992,Utah,1836799,29,8,1957,971,1903,54,1276,627,53,1,0,0,765,487,303,245,462,800,142,308,-111.58713063499971,39.360700171000474,0.6683743169398907,0.27586206896551724
1992,Vermont,572751,14,5,1084,746,1064,20,992,72,15,5,0,0,492,230,130,131,379,373,55,146,-72.51764079099962,43.62538123900049,0.5923497267759563,0.35714285714285715
1992,Virginia,6414307,134,43,7840,7898,7508,332,5942,1566,284,45,3,0,4705,2604,1358,396,1747,4466,37,1194,-78.45789046299967,37.54268067400045,0.4981573262168001,0.3208955223880597
1992,Washington,5160757,39,19,3707,3247,3661,46,2812,849,37,7,0,2,2616,973,610,1819,0,727,9,1152,-120.47001078999972,47.52227862900048,0.5330744895024446,0.48717948717948717
1992,West Virginia,1806451,55,10,3483,177,3428,55,2970,458,44,11,0,0,1205,573,310,421,493,1873,61,635,-80.71264013499967,38.66551020200046,0.9516393442622951,0.18181818181818182
1992,Wisconsin,5025398,72,28,6682,3566,6406,276,5754,652,243,30,3,0,4144,1858,882,812,344,5199,0,327,-89.81637074199966,44.39319117400049,0.6520296643247463,0.3888888888888889
1992,Wyoming,466251,23,10,2024,1636,2021,3,1703,318,1,2,0,0,824,487,278,0,0,987,22,1015,-108.10983035299967,43.23554134300048,0.5530054644808743,0.43478260869565216
1993,Alabama,4214202,67,24,4176,4584,3971,205,3169,802,169,32,4,0,2638,1454,745,104,148,2910,65,949,-86.63186076199969,32.84057112200048,0.4767123287671233,0.3582089552238806
1993,Alaska,599432,30,6,1680,510,1661,19,1400,261,18,1,0,0,565,283,142,318,0,345,7,1010,-147.72205903599973,64.84507995700051,0.7671232876712328,0.2
1993,Arizona,4065440,15,10,1943,1707,1840,103,1257,583,82,21,0,0,928,603,319,170,114,1150,172,337,-111.76381127699972,34.865970280000454,0.5323287671232877,0.6666666666666666
1993,Arkansas,2456303,75,20,2672,4628,2650,22,2367,283,20,2,0,0,1445,867,475,69,39,1623,48,893,-92.27449074299966,34.74865012400045,0.36602739726027395,0.26666666666666666
1993,California,31274928,58,50,17798,452,15533,2265,11698,3835,1368,556,335,6,9788,4878,2415,723,3498,12886,82,609,-120.99999953799971,37.63864012300047,0.9752328767123287,0.8620689655172413
1993,Colorado,3613734,64,26,7447,2043,7347,100,5976,1371,92,8,0,0,2703,1439,855,618,821,2612,162,3234,-106.13361092099967,38.843840757000464,0.7847207586933614,0.40625
1993,Connecticut,3309175,8,8,2072,848,1901,171,1447,454,98,57,16,0,1503,686,310,182,410,1192,0,288,-72.64984095199964,41.56266102000046,0.7095890410958904,1.0
1993,Delaware,706378,3,3,784,311,658,126,489,169,81,42,3,0,589,373,134,12,164,579,0,29,-75.57774116799965,39.008830667000495,0.7159817351598173,1.0
1993,District Of Columbia,595301,1,1,365,0,317,48,164,153,29,17,2,0,202,112,53,25,167,99,73,1,-77.036871,38.907192,1.0,1.0
1993,Florida,13927185,67,27,7057,2798,6844,213,5678,1166,188,25,0,0,3349,1627,916,362,476,5676,99,444,-81.92896053899966,28.932040377000476,0.7160832064941653,0.40298507462686567
1993,Georgia,6978240,159,15,3253,2222,2865,388,2039,826,279,88,21,0,2314,1349,598,44,207,2702,96,204,-83.62758034599966,32.83968109300048,0.5941552511415525,0.09433962264150944
1993,Hawaii,1172838,5,4,1123,337,1123,0,1115,8,0,0,0,0,210,131,97,52,19,959,20,73,-157.85774940299973,21.304850435000446,0.7691780821917809,0.8
1993,Idaho,1108768,44,12,1493,2887,1492,1,1258,234,1,0,0,0,1025,682,384,293,0,327,21,852,-114.3637300419997,43.682630005000476,0.3408675799086758,0.2727272727272727
1993,Illinois,11809579,102,23,6710,1685,6596,114,5838,758,101,11,2,0,2954,1191,715,323,435,5329,0,623,-88.99771017799969,40.48501028300046,0.7992852888624181,0.22549019607843138
1993,Indiana,5739019,92,26,5891,3599,5598,293,4703,895,242,50,1,0,3050,1755,847,526,1449,3206,0,710,-86.14996019399968,39.766910452000445,0.6207586933614331,0.2826086956521739
1993,Iowa,2836972,99,9,1890,1395,1877,13,1704,173,13,0,0,0,803,414,253,161,0,911,0,818,-93.81649055599968,42.46940091300047,0.5753424657534246,0.09090909090909091
1993,Kansas,2556547,105,8,1347,1573,1344,3,1200,144,2,1,0,0,652,350,214,114,0,811,0,422,-98.20078122699965,38.34774030000045,0.4613013698630137,0.0761904761904762
1993,Kentucky,3812206,120,37,8744,4761,8349,395,6556,1793,336,55,4,0,5207,2695,1345,388,1599,5797,77,883,-84.77497104799966,37.645970271000465,0.6474639022584228,0.30833333333333335
1993,Louisiana,4316428,64,23,7347,1048,7036,311,5939,1097,252,53,6,0,3562,1598,789,96,1024,6074,0,153,-92.44568007099969,31.31266064400046,0.8751637879690292,0.359375
1993,Maine,1242302,16,15,3420,2055,3309,111,3008,301,74,35,2,0,2130,910,455,0,62,2629,28,701,-68.98503133599962,45.254228894000505,0.6246575342465753,0.9375
1993,Maryland,4971889,24,15,3204,2271,2650,554,1999,651,366,151,37,0,2358,1524,575,288,434,2096,0,386,-76.60926011099963,39.29058096400047,0.5852054794520548,0.625
1993,Massachusetts,6060569,14,11,3277,738,3087,190,2398,689,136,44,10,0,2067,891,438,208,1208,1797,0,64,-72.08269067499964,42.27687047000046,0.8161892901618929,0.7857142857142857
1993,Michigan,9540114,83,32,6964,4716,6732,232,5944,788,179,48,5,0,4514,1921,987,803,866,4571,0,724,-84.71439026999968,44.6613195430005,0.5962328767123287,0.3855421686746988
1993,Minnesota,4555954,87,11,3353,662,3347,6,3146,201,6,0,0,0,913,460,307,1280,343,1353,117,260,-94.79420050299967,46.35564873600049,0.8351183063511831,0.12643678160919541
1993,Mississippi,2655100,82,16,3728,2112,3643,85,3015,628,81,4,0,0,1917,1000,569,97,0,3420,0,211,-89.53803082499968,32.745510099000455,0.6383561643835617,0.1951219512195122
1993,Missouri,5271175,115,13,3517,1228,3432,85,2908,524,74,9,2,0,1634,733,404,473,697,1955,0,392,-92.56630005299968,38.635790776000476,0.7412012644889358,0.11304347826086956
1993,Montana,844761,56,21,4019,3646,4018,1,3594,424,0,1,0,0,1539,837,445,893,178,189,19,2740,-109.42442064499971,47.06652897200047,0.5243313763861709,0.375
1993,Nebraska,1625590,93,8,1174,1746,1173,1,1096,77,1,0,0,0,578,365,202,313,0,292,0,569,-99.36572062299967,41.6410409880005,0.40205479452054793,0.08602150537634409
1993,Nevada,1411215,17,8,1551,1369,1504,47,1081,423,41,5,1,0,753,453,277,122,219,788,130,292,-117.07184056399967,39.493240390000494,0.5311643835616439,0.47058823529411764
1993,New Hampshire,1129458,10,8,2034,886,1972,62,1805,167,46,16,0,0,1175,434,244,91,280,1478,0,185,-71.50036091999965,43.65595011300047,0.6965753424657535,0.8
1993,New Jersey,7948915,21,17,5527,678,4920,607,3818,1102,380,198,29,0,2951,1690,631,980,1189,3139,53,166,-74.27369128799967,40.13057004800049,0.8907332796132151,0.8095238095238095
1993,New Mexico,1636453,33,15,3467,2008,3443,24,2959,484,21,3,0,0,1078,587,366,518,639,1466,9,835,-106.24058098499967,34.52088095200048,0.6332420091324201,0.45454545454545453
1993,New York,18374954,62,34,9640,2770,9257,383,7894,1363,293,85,5,0,4849,2074,1057,678,1055,7315,0,592,-75.54397042699964,42.82700103200045,0.7767929089443997,0.5483870967741935
1993,North Carolina,7042818,100,42,7322,8008,6434,888,4695,1739,721,162,5,0,5231,3471,1672,933,221,5079,0,1089,-79.15925046299964,35.466220975000454,0.4776255707762557,0.42
1993,North Dakota,641216,53,9,1656,1629,1655,1,1635,20,1,0,0,0,489,280,177,149,310,862,0,335,-100.11842104899966,47.47531977900047,0.5041095890410959,0.16981132075471697
1993,Ohio,11101140,88,48,11179,6341,10364,815,8234,2130,642,166,7,0,6870,3843,1687,713,1058,6678,0,2730,-82.40426005599966,40.06021014100048,0.6380707762557077,0.5454545454545454
1993,Oklahoma,3252285,77,10,2368,1282,2335,33,2113,222,27,6,0,0,944,476,271,145,879,1038,0,306,-97.52107021399968,35.47203135600046,0.6487671232876713,0.12987012987012986
1993,Oregon,3060367,36,13,3050,1695,3039,11,2387,652,9,2,0,0,1385,756,431,1094,62,510,46,1338,-120.15503132599969,44.56744942400047,0.642781875658588,0.3611111111111111
1993,Pennsylvania,12119724,67,29,10048,537,9149,899,7430,1719,674,208,15,2,5482,2695,1091,497,3295,5917,0,339,-77.86070029399963,40.79373015200048,0.949267831837506,0.43283582089552236
1993,Rhode Island,1015112,5,2,545,185,523,22,447,76,15,6,1,0,374,142,78,77,182,269,0,17,-71.52247031399963,41.70828019300046,0.7465753424657534,0.4
1993,South Carolina,3663314,46,23,7176,1219,6730,446,5138,1592,389,51,6,0,3538,1905,907,66,433,5740,0,937,-81.04537120699968,33.998821303000454,0.8547945205479452,0.5
1993,South Dakota,722159,66,4,582,878,582,0,530,52,0,0,0,0,234,139,67,0,0,0,103,479,-100.3735306369997,44.353130053000484,0.39863013698630134,0.06060606060606061
1993,Tennessee,5137584,95,26,6315,3175,5757,558,4248,1509,449,106,3,0,3745,2118,1012,404,980,4401,42,488,-85.77449091399967,35.68094058000048,0.6654373024236038,0.2736842105263158
1993,Texas,18161612,254,27,6660,3195,6300,360,5396,904,243,93,24,0,3809,1678,806,307,700,4764,127,762,-99.42677020599967,31.827240407000488,0.6757990867579908,0.1062992125984252
1993,Utah,1898404,29,9,2164,1121,2110,54,1458,652,51,3,0,0,1001,538,348,160,572,815,99,518,-111.58713063499971,39.360700171000474,0.658751902587519,0.3103448275862069
1993,Vermont,577748,14,5,1097,728,1078,19,984,94,14,5,0,0,497,246,132,75,446,380,46,150,-72.51764079099962,43.62538123900049,0.6010958904109589,0.35714285714285715
1993,Virginia,6509630,134,44,8343,7717,7480,863,5607,1873,695,158,10,0,5269,3335,1528,722,1716,4619,50,1236,-78.45789046299967,37.54268067400045,0.5194894146948942,0.3283582089552239
1993,Washington,5278842,39,19,4018,2917,3994,24,3267,727,18,4,0,2,2906,964,563,1759,0,984,104,1171,-120.47001078999972,47.52227862900048,0.5793799567411679,0.48717948717948717
1993,West Virginia,1817539,55,12,3620,760,3471,149,2915,556,123,26,0,0,1635,790,374,488,343,2113,55,621,-80.71264013499967,38.66551020200046,0.8264840182648402,0.21818181818181817
1993,Wisconsin,5084889,72,28,6723,3497,6596,127,6093,503,113,13,1,0,3674,1490,921,928,159,5381,0,255,-89.81637074199966,44.39319117400049,0.6578277886497065,0.3888888888888889
1993,Wyoming,473081,23,10,2030,1620,2029,1,1745,284,1,0,0,0,732,446,258,0,0,988,15,1027,-108.10983035299967,43.23554134300048,0.5561643835616439,0.43478260869565216
1994,Alabama,4260229,67,25,4841,4284,4702,139,3991,711,123,16,0,0,2597,1363,734,129,75,3622,48,967,-86.63186076199969,32.84057112200048,0.5305205479452055,0.373134328358209
1994,Alaska,603308,30,5,1500,325,1488,12,1280,208,11,1,0,0,486,249,129,333,0,356,3,808,-147.72205903599973,64.84507995700051,0.821917808219178,0.16666666666666666
1994,Arizona,4245089,15,10,1963,1687,1850,113,1172,678,107,6,0,0,921,608,355,166,106,1154,179,358,-111.76381127699972,34.865970280000454,0.5378082191780822,0.6666666666666666
1994,Arkansas,2494019,75,20,2665,4635,2610,55,2295,315,50,5,0,0,1417,903,494,47,65,1652,41,860,-92.27449074299966,34.74865012400045,0.36506849315068496,0.26666666666666666
1994,California,31484435,58,53,18432,913,15626,2806,11233,4393,1764,692,345,5,10167,5554,2649,591,3719,13336,85,701,-120.99999953799971,37.63864012300047,0.9528043422072887,0.9137931034482759
1994,Colorado,3724168,64,28,7524,2696,7429,95,5775,1654,91,4,0,0,2671,1565,895,567,941,2647,206,3163,-106.13361092099967,38.843840757000464,0.7362035225048924,0.4375
1994,Connecticut,3316121,8,8,2392,528,2153,239,1610,543,148,80,11,0,1700,800,340,141,595,1534,0,122,-72.64984095199964,41.56266102000046,0.8191780821917808,1.0
1994,Delaware,717545,3,3,824,271,720,104,516,204,78,23,3,0,567,325,135,4,151,634,0,35,-75.57774116799965,39.008830667000495,0.7525114155251141,1.0
1994,District Of Columbia,589239,1,1,365,0,313,52,149,164,43,7,2,0,212,113,54,23,184,92,62,4,-77.036871,38.907192,1.0,1.0
1994,Florida,14239444,67,27,7363,2492,7183,180,6345,838,161,19,0,0,3373,1433,834,410,336,6004,139,474,-81.92896053899966,28.932040377000476,0.7471334348046677,0.40298507462686567
1994,Georgia,7157165,159,17,3630,2575,3414,216,2666,748,170,41,5,0,2343,1209,609,60,273,2949,98,250,-83.62758034599966,32.83968109300048,0.5850120870265915,0.1069182389937107
1994,Hawaii,1187536,5,4,1097,363,1097,0,1091,6,0,0,0,0,194,136,103,28,4,985,6,74,-157.85774940299973,21.304850435000446,0.7513698630136987,0.8
1994,Idaho,1145140,44,14,1674,3436,1672,2,1399,273,2,0,0,0,1085,721,381,166,25,348,197,938,-114.3637300419997,43.682630005000476,0.3275929549902153,0.3181818181818182
1994,Illinois,11912585,102,24,7134,1626,6840,294,5655,1185,242,48,4,0,3599,1597,811,282,483,5672,0,697,-88.99771017799969,40.48501028300046,0.8143835616438356,0.23529411764705882
1994,Indiana,5793526,92,22,5418,2612,4762,656,3773,989,468,171,17,0,3516,2082,844,695,838,3272,0,613,-86.14996019399968,39.766910452000445,0.6747198007471981,0.2391304347826087
1994,Iowa,2850746,99,8,1835,1085,1826,9,1619,207,7,2,0,0,666,380,219,97,0,812,0,926,-93.81649055599968,42.46940091300047,0.6284246575342466,0.08080808080808081
1994,Kansas,2580513,105,9,1326,1959,1314,12,1130,184,12,0,0,0,652,436,257,145,0,831,0,350,-98.20078122699965,38.34774030000045,0.40365296803652967,0.08571428571428572
1994,Kentucky,3849088,120,37,8933,4572,8262,671,6327,1935,500,164,7,0,5949,3093,1446,297,1624,6127,54,831,-84.77497104799966,37.645970271000465,0.6614587189929656,0.30833333333333335
1994,Louisiana,4347481,64,22,7322,708,7010,312,6000,1010,258,49,5,0,3635,1520,746,68,763,6277,0,214,-92.44568007099969,31.31266064400046,0.9118306351183063,0.34375
1994,Maine,1242662,16,15,3641,1834,3512,129,3142,370,101,26,2,0,2184,940,491,0,3,2956,39,643,-68.98503133599962,45.254228894000505,0.6650228310502283,0.9375
1994,Maryland,5023060,24,15,3235,2240,2838,397,2170,668,279,102,16,0,2230,1360,535,297,425,2151,0,362,-76.60926011099963,39.29058096400047,0.5908675799086758,0.625
1994,Massachusetts,6095241,14,11,3367,648,3162,205,2398,764,145,56,4,0,1904,913,458,198,1265,1864,0,40,-72.08269067499964,42.27687047000046,0.8386052303860523,0.7857142857142857
1994,Michigan,9597737,83,30,6167,4783,5749,418,4746,1003,327,83,8,0,4277,2193,971,546,779,4266,0,576,-84.71439026999968,44.6613195430005,0.5631963470319634,0.3614457831325301
1994,Minnesota,4610355,87,13,3895,850,3879,16,3598,281,16,0,0,0,1127,545,357,1250,698,1590,22,335,-94.79420050299967,46.35564873600049,0.8208640674394099,0.14942528735632185
1994,Mississippi,2688992,82,15,3616,1859,3481,135,2853,628,117,18,0,0,1979,1002,515,43,0,3295,0,278,-89.53803082499968,32.745510099000455,0.6604566210045663,0.18292682926829268
1994,Missouri,5324497,115,15,3758,1717,3497,261,2771,726,196,56,9,0,1943,1061,479,546,835,1970,0,407,-92.56630005299968,38.635790776000476,0.6863926940639269,0.13043478260869565
1994,Montana,861306,56,22,4634,3396,4627,7,4167,460,6,1,0,0,1835,984,471,930,182,189,26,3307,-109.42442064499971,47.06652897200047,0.5770859277708593,0.39285714285714285
1994,Nebraska,1639041,93,11,1327,2688,1323,4,1216,107,4,0,0,0,826,497,274,275,0,335,0,717,-99.36572062299967,41.6410409880005,0.33051058530510585,0.11827956989247312
1994,Nevada,1499298,17,9,1787,1498,1717,70,1160,557,67,3,0,0,844,518,325,125,165,1096,86,315,-117.07184056399967,39.493240390000494,0.5439878234398783,0.5294117647058824
1994,New Hampshire,1142560,10,8,1991,929,1925,66,1697,228,52,13,1,0,1120,471,258,95,243,1462,0,191,-71.50036091999965,43.65595011300047,0.6818493150684931,0.8
1994,New Jersey,8014306,21,17,5555,650,5041,514,3802,1239,406,103,5,0,2859,1537,659,838,1385,3082,63,187,-74.27369128799967,40.13057004800049,0.895245769540693,0.8095238095238095
1994,New Mexico,1682398,33,17,3662,2543,3609,53,3048,561,48,3,1,1,1413,686,419,560,577,1384,111,1030,-106.24058098499967,34.52088095200048,0.5901692183722804,0.5151515151515151
1994,New York,18459470,62,34,9827,2583,9385,442,7794,1591,364,70,8,0,4773,2251,1116,368,1352,7626,0,481,-75.54397042699964,42.82700103200045,0.7918614020950846,0.5483870967741935
1994,North Carolina,7187398,100,46,8800,7990,8257,543,6393,1864,451,88,4,0,5557,3160,1576,1054,213,6204,22,1307,-79.15925046299964,35.466220975000454,0.5241215008933889,0.46
1994,North Dakota,644804,53,10,1574,2076,1573,1,1538,35,1,0,0,0,570,332,196,86,275,854,0,359,-100.11842104899966,47.47531977900047,0.4312328767123288,0.18867924528301888
1994,Ohio,11152454,88,48,11165,6355,10100,1065,7924,2176,838,218,9,0,7012,4132,1740,693,881,7088,0,2503,-82.40426005599966,40.06021014100048,0.6372716894977168,0.5454545454545454
1994,Oklahoma,3280940,77,10,2330,1320,2219,111,1824,395,98,12,1,0,1066,594,307,84,675,1314,0,257,-97.52107021399968,35.47203135600046,0.6383561643835617,0.12987012987012986
1994,Oregon,3121264,36,13,3067,1678,3052,15,2551,501,13,2,0,0,1360,718,412,1190,41,545,46,1245,-120.15503132599969,44.56744942400047,0.6463645943097998,0.3611111111111111
1994,Pennsylvania,12166050,67,29,9931,654,9133,798,7063,2070,632,150,15,1,5285,2553,1151,556,3824,5216,0,335,-77.86070029399963,40.79373015200048,0.9382144544166273,0.43283582089552236
1994,Rhode Island,1015960,5,2,572,158,523,49,431,92,38,8,3,0,428,186,80,54,168,313,0,37,-71.52247031399963,41.70828019300046,0.7835616438356164,0.4
1994,South Carolina,3705397,46,22,6905,1125,6708,197,5525,1183,164,33,0,0,3200,1481,794,48,454,5246,21,1136,-81.04537120699968,33.998821303000454,0.8599003735990037,0.4782608695652174
1994,South Dakota,730790,66,4,586,874,586,0,493,93,0,0,0,0,253,179,94,0,0,0,105,481,-100.3735306369997,44.353130053000484,0.40136986301369865,0.06060606060606061
1994,Tennessee,5231438,95,27,6904,2951,6379,525,4697,1682,428,94,3,0,4138,2250,1069,279,1057,5029,20,519,-85.77449091399967,35.68094058000048,0.7005580923389143,0.28421052631578947
1994,Texas,18564062,254,26,6827,2663,6342,485,5119,1223,315,146,24,0,3951,1934,866,200,746,4935,100,846,-99.42677020599967,31.827240407000488,0.7193888303477345,0.10236220472440945
1994,Utah,1960446,29,9,2322,963,2230,92,1468,762,81,11,0,0,948,581,326,167,626,831,107,591,-111.58713063499971,39.360700171000474,0.7068493150684931,0.3103448275862069
1994,Vermont,583836,14,5,998,827,980,18,853,127,17,1,0,0,460,260,136,49,346,368,55,180,-72.51764079099962,43.62538123900049,0.5468493150684931,0.35714285714285715
1994,Virginia,6593139,134,45,8569,7856,8026,543,6205,1821,479,61,3,0,4959,2958,1453,732,1973,4539,67,1258,-78.45789046299967,37.54268067400045,0.5217047184170471,0.3358208955223881
1994,Washington,5375161,39,19,4287,2648,4265,22,3702,563,16,1,5,0,2012,893,537,1816,0,1309,152,1010,-120.47001078999972,47.52227862900048,0.618168709444845,0.48717948717948717
1994,West Virginia,1820421,55,12,3271,1109,3079,192,2456,623,150,36,6,0,1816,900,394,397,191,1928,53,702,-80.71264013499967,38.66551020200046,0.7468036529680365,0.21818181818181817
1994,Wisconsin,5133678,72,30,6557,4393,6345,212,5651,694,154,48,10,0,4496,1859,1047,710,217,5376,0,254,-89.81637074199966,44.39319117400049,0.5988127853881279,0.4166666666666667
1994,Wyoming,480283,23,12,2451,1929,2418,33,1879,539,22,5,1,5,1709,606,328,0,0,1011,11,1429,-108.10983035299967,43.23554134300048,0.5595890410958904,0.5217391304347826
1995,Alabama,4296800,67,25,4515,4610,4234,281,3466,768,212,60,9,0,2728,1577,775,103,105,3315,43,949,-86.63186076199969,32.84057112200048,0.4947945205479452,0.373134328358209
1995,Alaska,604412,30,5,1391,434,1375,16,1171,204,15,1,0,0,519,291,133,307,0,346,3,735,-147.72205903599973,64.84507995700051,0.7621917808219179,0.16666666666666666
1995,Arizona,4432499,15,10,2027,1623,1902,125,1234,668,105,20,0,0,1080,640,370,120,207,1154,192,354,-111.76381127699972,34.865970280000454,0.5553424657534246,0.6666666666666666
1995,Arkansas,2535399,75,20,2570,4730,2455,115,2118,337,100,13,2,0,1618,1041,517,46,45,1567,46,866,-92.27449074299966,34.74865012400045,0.35205479452054794,0.26666666666666666
1995,California,31696582,58,54,18394,1316,15798,2596,11888,3910,1552,717,315,12,13063,5393,2527,437,3457,13495,108,897,-120.99999953799971,37.63864012300047,0.9332318619989853,0.9310344827586207
1995,Colorado,3826653,64,29,7796,2789,7689,107,6343,1346,102,5,0,0,2639,1539,888,581,1013,2719,216,3267,-106.13361092099967,38.843840757000464,0.7365139348134152,0.453125
1995,Connecticut,3324144,8,8,2362,558,2169,193,1808,361,114,53,26,0,1732,738,319,165,554,1517,0,126,-72.64984095199964,41.56266102000046,0.8089041095890411,1.0
1995,Delaware,729734,3,3,796,299,692,104,503,189,69,27,8,0,642,345,132,13,116,618,0,49,-75.57774116799965,39.008830667000495,0.7269406392694064,1.0
1995,District Of Columbia,580517,1,1,365,0,311,54,198,113,35,16,3,0,219,115,48,26,164,127,45,3,-77.036871,38.907192,1.0,1.0
1995,Florida,14537875,67,29,7740,2845,7575,165,6458,1117,149,16,0,0,3344,1628,962,349,408,6394,123,466,-81.92896053899966,28.932040377000476,0.7312234293811998,0.43283582089552236
